year,a3,a2,name,edu_level,category,group,value,class
2012,ETH,et,Ethiopia,Tertiary Education,Overall,Overall,0.161380305886269,Private
2013,ETH,et,Ethiopia,Tertiary Education,Overall,Overall,0.128375813364983,Private
2014,ETH,et,Ethiopia,Tertiary Education,Overall,Overall,0.173663884401321,Private
2015,ETH,et,Ethiopia,Tertiary Education,Overall,Overall,0.184320732951164,Private
2016,ETH,et,Ethiopia,Tertiary Education,Overall,Overall,0.174568310379982,Private
2003,ETH,et,Ethiopia,Tertiary Education,industry,Education,0.340603172779083,Private
2004,ETH,et,Ethiopia,Tertiary Education,industry,Education,0.319093197584152,Private
2005,ETH,et,Ethiopia,Tertiary Education,industry,Education,0.390858203172684,Private
2006,ETH,et,Ethiopia,Tertiary Education,industry,Education,0.339894741773605,Private
2009,ETH,et,Ethiopia,Tertiary Education,industry,Education,0.45305734872818,Private
2010,ETH,et,Ethiopia,Tertiary Education,industry,Education,0.468974858522415,Private
2011,ETH,et,Ethiopia,Tertiary Education,industry,Education,0.588420152664185,Private
2012,ETH,et,Ethiopia,Tertiary Education,industry,Education,0.628446042537689,Private
2013,ETH,et,Ethiopia,Tertiary Education,industry,Education,0.398210883140564,Private
2014,ETH,et,Ethiopia,Tertiary Education,industry,Education,0.622450411319733,Private
2015,ETH,et,Ethiopia,Tertiary Education,industry,Education,0.685129821300507,Private
2016,ETH,et,Ethiopia,Tertiary Education,industry,Education,0.627087950706482,Private
2004,ETH,et,Ethiopia,Tertiary Education,industry,Health,0.263623058795929,Private
2005,ETH,et,Ethiopia,Tertiary Education,industry,Health,0.29044246673584,Private
2006,ETH,et,Ethiopia,Tertiary Education,industry,Health,0.283967882394791,Private
2009,ETH,et,Ethiopia,Tertiary Education,industry,Health,0.511956632137299,Private
2010,ETH,et,Ethiopia,Tertiary Education,industry,Health,0.515060663223267,Private
2011,ETH,et,Ethiopia,Tertiary Education,industry,Health,0.575301468372345,Private
2012,ETH,et,Ethiopia,Tertiary Education,industry,Health,0.565454125404358,Private
2013,ETH,et,Ethiopia,Tertiary Education,industry,Health,0.345748662948608,Private
2014,ETH,et,Ethiopia,Tertiary Education,industry,Health,0.562827289104462,Private
2015,ETH,et,Ethiopia,Tertiary Education,industry,Health,0.531475365161896,Private
2016,ETH,et,Ethiopia,Tertiary Education,industry,Health,0.58477383852005,Private
2000,ETH,et,Ethiopia,Tertiary Education,occupation,Medical workers,0.664604485034943,Private
2004,ETH,et,Ethiopia,Tertiary Education,occupation,Medical workers,0.763640344142914,Private
2005,ETH,et,Ethiopia,Tertiary Education,occupation,Medical workers,0.82229083776474,Private
2006,ETH,et,Ethiopia,Tertiary Education,occupation,Medical workers,0.915387213230133,Private
2009,ETH,et,Ethiopia,Tertiary Education,occupation,Medical workers,0.779744684696198,Private
2003,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.686883389949799,Private
2005,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.669984579086304,Private
2006,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.651202023029327,Private
2009,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.643380761146545,Private
2010,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.67769455909729,Private
2011,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.839900255203247,Private
2012,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.811870455741882,Private
2013,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.664013147354126,Private
2014,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.923108816146851,Private
2015,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.962644577026367,Private
2016,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.992976188659668,Private
2005,ETH,et,Ethiopia,Tertiary Education,Overall,Overall,0.339400559663773,Public
2006,ETH,et,Ethiopia,Tertiary Education,Overall,Overall,0.356954604387283,Public
2009,ETH,et,Ethiopia,Tertiary Education,Overall,Overall,0.460658341646194,Public
2010,ETH,et,Ethiopia,Tertiary Education,Overall,Overall,0.527960300445557,Public
2011,ETH,et,Ethiopia,Tertiary Education,Overall,Overall,0.58582866191864,Public
2012,ETH,et,Ethiopia,Tertiary Education,Overall,Overall,0.604914307594299,Public
2013,ETH,et,Ethiopia,Tertiary Education,Overall,Overall,0.515468597412109,Public
2006,ETH,et,Ethiopia,Tertiary Education,industry,Core Public Administration,0.410910338163376,Public
2009,ETH,et,Ethiopia,Tertiary Education,industry,Core Public Administration,0.535784959793091,Public
2010,ETH,et,Ethiopia,Tertiary Education,industry,Core Public Administration,0.580572783946991,Public
2011,ETH,et,Ethiopia,Tertiary Education,industry,Core Public Administration,0.710448384284973,Public
2012,ETH,et,Ethiopia,Tertiary Education,industry,Core Public Administration,0.67163473367691,Public
2013,ETH,et,Ethiopia,Tertiary Education,industry,Core Public Administration,0.566921234130859,Public
2015,ETH,et,Ethiopia,Tertiary Education,industry,Core Public Administration,0.728922247886658,Public
2005,ETH,et,Ethiopia,Tertiary Education,industry,Education,0.780956029891968,Public
2006,ETH,et,Ethiopia,Tertiary Education,industry,Education,0.460640519857407,Public
2009,ETH,et,Ethiopia,Tertiary Education,industry,Education,0.579203963279724,Public
2010,ETH,et,Ethiopia,Tertiary Education,industry,Education,0.67206346988678,Public
2011,ETH,et,Ethiopia,Tertiary Education,industry,Education,0.699648857116699,Public
2012,ETH,et,Ethiopia,Tertiary Education,industry,Education,0.738982319831848,Public
2013,ETH,et,Ethiopia,Tertiary Education,industry,Education,0.594112515449524,Public
2014,ETH,et,Ethiopia,Tertiary Education,industry,Education,0.790210604667664,Public
2015,ETH,et,Ethiopia,Tertiary Education,industry,Education,0.81602931022644,Public
2016,ETH,et,Ethiopia,Tertiary Education,industry,Education,0.825077950954437,Public
2005,ETH,et,Ethiopia,Tertiary Education,industry,Health,0.498162418603897,Public
2006,ETH,et,Ethiopia,Tertiary Education,industry,Health,0.467754930257797,Public
2009,ETH,et,Ethiopia,Tertiary Education,industry,Health,0.542968928813934,Public
2010,ETH,et,Ethiopia,Tertiary Education,industry,Health,0.604481101036072,Public
2011,ETH,et,Ethiopia,Tertiary Education,industry,Health,0.666415631771088,Public
2012,ETH,et,Ethiopia,Tertiary Education,industry,Health,0.712177932262421,Public
2013,ETH,et,Ethiopia,Tertiary Education,industry,Health,0.572167634963989,Public
2014,ETH,et,Ethiopia,Tertiary Education,industry,Health,0.714738309383392,Public
2015,ETH,et,Ethiopia,Tertiary Education,industry,Health,0.733396589756012,Public
2006,ETH,et,Ethiopia,Tertiary Education,industry,Public Administration,0.322918236255646,Public
2009,ETH,et,Ethiopia,Tertiary Education,industry,Public Administration,0.461764603853226,Public
2010,ETH,et,Ethiopia,Tertiary Education,industry,Public Administration,0.494969129562378,Public
2011,ETH,et,Ethiopia,Tertiary Education,industry,Public Administration,0.591449677944183,Public
2012,ETH,et,Ethiopia,Tertiary Education,industry,Public Administration,0.567183494567871,Public
2013,ETH,et,Ethiopia,Tertiary Education,industry,Public Administration,0.45613107085228,Public
2014,ETH,et,Ethiopia,Tertiary Education,industry,Public Administration,0.636550486087799,Public
2015,ETH,et,Ethiopia,Tertiary Education,industry,Public Administration,0.619597434997559,Public
2003,ETH,et,Ethiopia,Tertiary Education,industry,Public Safety,0.159838274121284,Public
2006,ETH,et,Ethiopia,Tertiary Education,industry,Public Safety,0.161437958478928,Public
2009,ETH,et,Ethiopia,Tertiary Education,industry,Public Safety,0.322752237319946,Public
2010,ETH,et,Ethiopia,Tertiary Education,industry,Public Safety,0.302628934383392,Public
2011,ETH,et,Ethiopia,Tertiary Education,industry,Public Safety,0.380552440881729,Public
2012,ETH,et,Ethiopia,Tertiary Education,industry,Public Safety,0.388055801391602,Public
2013,ETH,et,Ethiopia,Tertiary Education,industry,Public Safety,0.2654068171978,Public
2014,ETH,et,Ethiopia,Tertiary Education,industry,Public Safety,0.447904199361801,Public
2015,ETH,et,Ethiopia,Tertiary Education,industry,Public Safety,0.423165291547775,Public
2016,ETH,et,Ethiopia,Tertiary Education,industry,Public Safety,0.447068959474564,Public
2004,ETH,et,Ethiopia,Tertiary Education,industry,Social Security,0.365016251802444,Public
2006,ETH,et,Ethiopia,Tertiary Education,industry,Social Security,0.366312503814697,Public
2009,ETH,et,Ethiopia,Tertiary Education,industry,Social Security,0.428444355726242,Public
2010,ETH,et,Ethiopia,Tertiary Education,industry,Social Security,0.591720581054688,Public
2011,ETH,et,Ethiopia,Tertiary Education,industry,Social Security,0.732976138591766,Public
2013,ETH,et,Ethiopia,Tertiary Education,industry,Social Security,0.481511920690537,Public
2014,ETH,et,Ethiopia,Tertiary Education,industry,Social Security,0.672730386257172,Public
2015,ETH,et,Ethiopia,Tertiary Education,industry,Social Security,0.569622576236725,Public
2003,ETH,et,Ethiopia,Tertiary Education,occupation,Medical workers,0.88696014881134,Public
2004,ETH,et,Ethiopia,Tertiary Education,occupation,Medical workers,0.792182922363281,Public
2005,ETH,et,Ethiopia,Tertiary Education,occupation,Medical workers,0.901616215705872,Public
2006,ETH,et,Ethiopia,Tertiary Education,occupation,Medical workers,0.92932403087616,Public
2009,ETH,et,Ethiopia,Tertiary Education,occupation,Medical workers,0.798325181007385,Public
2016,ETH,et,Ethiopia,Tertiary Education,occupation,Medical workers,0.990069150924683,Public
2003,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.847388744354248,Public
2004,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.921140670776367,Public
2005,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.841230154037476,Public
2006,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.783671081066132,Public
2009,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.759276568889618,Public
2010,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.823846220970154,Public
2011,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.865994036197662,Public
2012,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.896621286869049,Public
2013,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.778523623943329,Public
2014,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.967130661010742,Public
2015,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.990068912506104,Public
2016,ETH,et,Ethiopia,Tertiary Education,occupation,Teachers,0.992455720901489,Public
2005,GAB,ga,Gabon,No Education,Overall,Overall,0.0852120071649551,Private
2005,GAB,ga,Gabon,No Education,Overall,Overall,0.0114001873880625,Public
2005,GAB,ga,Gabon,Primary Education,Overall,Overall,0.19828388094902,Private
2005,GAB,ga,Gabon,Primary Education,Overall,Overall,0.0814716368913651,Public
2005,GAB,ga,Gabon,Secondary Education,Overall,Overall,0.601008236408234,Private
2005,GAB,ga,Gabon,Secondary Education,Overall,Overall,0.586573004722595,Public
2005,GAB,ga,Gabon,Tertiary Education,Overall,Overall,0.11549586802721,Private
2017,GAB,ga,Gabon,Tertiary Education,occupation,Teachers,0.119298785924911,Private
2005,GAB,ga,Gabon,Tertiary Education,Overall,Overall,0.320555150508881,Public
2017,GAB,ga,Gabon,Tertiary Education,occupation,Teachers,1,Public
2005,GHA,gh,Ghana,No Education,Overall,Overall,0.116077475249767,Private
2012,GHA,gh,Ghana,No Education,Overall,Overall,0.0897754579782486,Private
2005,GHA,gh,Ghana,No Education,Overall,Overall,0.0348219275474548,Public
2012,GHA,gh,Ghana,No Education,Overall,Overall,0.025371178984642,Public
2005,GHA,gh,Ghana,Primary Education,Overall,Overall,0.136843368411064,Private
2012,GHA,gh,Ghana,Primary Education,Overall,Overall,0.17170162498951,Private
2005,GHA,gh,Ghana,Primary Education,Overall,Overall,0.0441821627318859,Public
2012,GHA,gh,Ghana,Primary Education,Overall,Overall,0.0407621264457703,Public
2005,GHA,gh,Ghana,Secondary Education,Overall,Overall,0.679111480712891,Private
2012,GHA,gh,Ghana,Secondary Education,Overall,Overall,0.580561578273773,Private
2005,GHA,gh,Ghana,Secondary Education,Overall,Overall,0.478019386529922,Public
2012,GHA,gh,Ghana,Secondary Education,Overall,Overall,0.363171011209488,Public
2005,GHA,gh,Ghana,Tertiary Education,Overall,Overall,0.0679676607251167,Private
2012,GHA,gh,Ghana,Tertiary Education,Overall,Overall,0.15796135365963,Private
2005,GHA,gh,Ghana,Tertiary Education,Overall,Overall,0.442976534366608,Public
2012,GHA,gh,Ghana,Tertiary Education,Overall,Overall,0.570695698261261,Public
2002,GIN,gn,Guinea,No Education,Overall,Overall,0.455494791269302,Private
2007,GIN,gn,Guinea,No Education,Overall,Overall,0.367872536182404,Private
2002,GIN,gn,Guinea,No Education,Overall,Overall,0.0825815498828888,Public
2007,GIN,gn,Guinea,No Education,Overall,Overall,0.0983016341924667,Public
2002,GIN,gn,Guinea,Primary Education,Overall,Overall,0.120066046714783,Private
2007,GIN,gn,Guinea,Primary Education,Overall,Overall,0.16023713350296,Private
2002,GIN,gn,Guinea,Primary Education,Overall,Overall,0.0414551943540573,Public
2007,GIN,gn,Guinea,Primary Education,Overall,Overall,0.0338596627116203,Public
2002,GIN,gn,Guinea,Secondary Education,Overall,Overall,0.203162714838982,Private
2007,GIN,gn,Guinea,Secondary Education,Overall,Overall,0.249125361442566,Private
2002,GIN,gn,Guinea,Secondary Education,Overall,Overall,0.143285185098648,Public
2007,GIN,gn,Guinea,Secondary Education,Overall,Overall,0.208149656653404,Public
2002,GIN,gn,Guinea,Tertiary Education,Overall,Overall,0.221276447176933,Private
2007,GIN,gn,Guinea,Tertiary Education,Overall,Overall,0.222764953970909,Private
2002,GIN,gn,Guinea,Tertiary Education,Overall,Overall,0.732678055763245,Public
2007,GIN,gn,Guinea,Tertiary Education,Overall,Overall,0.65968906879425,Public
2010,GNB,gw,Guinea-Bissau,No Education,Overall,Overall,0.183142304420471,Private
2010,GNB,gw,Guinea-Bissau,No Education,Overall,Overall,0.0505512319505215,Public
2010,GNB,gw,Guinea-Bissau,Primary Education,Overall,Overall,0.339285463094711,Private
2010,GNB,gw,Guinea-Bissau,Primary Education,Overall,Overall,0.199549272656441,Public
2010,GNB,gw,Guinea-Bissau,Secondary Education,Overall,Overall,0.42222386598587,Private
2010,GNB,gw,Guinea-Bissau,Secondary Education,Overall,Overall,0.554610371589661,Public
2010,GNB,gw,Guinea-Bissau,Tertiary Education,Overall,Overall,0.0553483553230762,Private
2010,GNB,gw,Guinea-Bissau,Tertiary Education,Overall,Overall,0.195289134979248,Public
2005,KEN,ke,Kenya,No Education,Overall,Overall,0.0878852754831314,Private
2015,KEN,ke,Kenya,No Education,Overall,Overall,0.0589045882225037,Private
2005,KEN,ke,Kenya,No Education,Overall,Overall,0.0418965369462967,Public
2015,KEN,ke,Kenya,No Education,Overall,Overall,0.0282898172736168,Public
2005,KEN,ke,Kenya,Primary Education,Overall,Overall,0.596076905727386,Private
2015,KEN,ke,Kenya,Primary Education,Overall,Overall,0.494955241680145,Private
2005,KEN,ke,Kenya,Primary Education,Overall,Overall,0.234639510512352,Public
2015,KEN,ke,Kenya,Primary Education,Overall,Overall,0.197679072618484,Public
2005,KEN,ke,Kenya,Secondary Education,Overall,Overall,0.29060772061348,Private
2015,KEN,ke,Kenya,Secondary Education,Overall,Overall,0.308206915855408,Private
2005,KEN,ke,Kenya,Secondary Education,Overall,Overall,0.604149878025055,Public
2015,KEN,ke,Kenya,Secondary Education,Overall,Overall,0.310635775327683,Public
2005,KEN,ke,Kenya,Tertiary Education,Overall,Overall,0.0254300758242607,Private
2015,KEN,ke,Kenya,Tertiary Education,Overall,Overall,0.137933269143105,Private
2005,KEN,ke,Kenya,Tertiary Education,occupation,Medical workers,0.399573117494583,Private
2005,KEN,ke,Kenya,Tertiary Education,occupation,Teachers,0.239985138177872,Private
2005,KEN,ke,Kenya,Tertiary Education,occupation,Medical workers,0.204236000776291,Public
2005,KEN,ke,Kenya,Tertiary Education,occupation,Teachers,0.388306438922882,Public
2010,LSO,ls,Lesotho,No Education,Overall,Overall,0.0775057524442673,Private
2018,LSO,ls,Lesotho,No Education,Overall,Overall,0.082257904112339,Private
2002,LSO,ls,Lesotho,No Education,Overall,Overall,0.151942446827888,Public
2010,LSO,ls,Lesotho,No Education,Overall,Overall,0.0246433448046446,Public
2018,LSO,ls,Lesotho,No Education,Overall,Overall,0.0281635690480471,Public
2002,LSO,ls,Lesotho,Primary Education,Overall,Overall,0.398332685232162,Private
2010,LSO,ls,Lesotho,Primary Education,Overall,Overall,0.595245838165283,Private
2018,LSO,ls,Lesotho,Primary Education,Overall,Overall,0.470248073339462,Private
2002,LSO,ls,Lesotho,Primary Education,Overall,Overall,0.257953852415085,Public
2010,LSO,ls,Lesotho,Primary Education,Overall,Overall,0.331717789173126,Public
2018,LSO,ls,Lesotho,Primary Education,Overall,Overall,0.183955013751984,Public
2002,LSO,ls,Lesotho,Secondary Education,Overall,Overall,0.190553113818169,Private
2010,LSO,ls,Lesotho,Secondary Education,Overall,Overall,0.294747859239578,Private
2018,LSO,ls,Lesotho,Secondary Education,Overall,Overall,0.387580007314682,Private
2002,LSO,ls,Lesotho,Secondary Education,Overall,Overall,0.291620463132858,Public
2010,LSO,ls,Lesotho,Secondary Education,Overall,Overall,0.369161605834961,Public
2018,LSO,ls,Lesotho,Secondary Education,Overall,Overall,0.351086974143982,Public
2002,LSO,ls,Lesotho,Tertiary Education,Overall,Overall,0.056622102856636,Private
2010,LSO,ls,Lesotho,Tertiary Education,Overall,Overall,0.0325005240738392,Private
2018,LSO,ls,Lesotho,Tertiary Education,Overall,Overall,0.0599140413105488,Private
2002,LSO,ls,Lesotho,Tertiary Education,occupation,Medical workers,0,Private
2010,LSO,ls,Lesotho,Tertiary Education,occupation,Medical workers,0,Private
2002,LSO,ls,Lesotho,Tertiary Education,Overall,Overall,0.29848325252533,Public
2010,LSO,ls,Lesotho,Tertiary Education,Overall,Overall,0.274477243423462,Public
2018,LSO,ls,Lesotho,Tertiary Education,Overall,Overall,0.436794430017471,Public
2010,LBR,lr,Liberia,No Education,Overall,Overall,0.231863215565681,Private
2014,LBR,lr,Liberia,No Education,Overall,Overall,0.281462162733078,Private
2010,LBR,lr,Liberia,No Education,Overall,Overall,0.0877334251999855,Public
2014,LBR,lr,Liberia,No Education,Overall,Overall,0.206199124455452,Public
2010,LBR,lr,Liberia,Primary Education,Overall,Overall,0.304872572422028,Private
2014,LBR,lr,Liberia,Primary Education,Overall,Overall,0.114972852170467,Private
2010,LBR,lr,Liberia,Primary Education,Overall,Overall,0.125054255127907,Public
2014,LBR,lr,Liberia,Primary Education,Overall,Overall,0.0558953769505024,Public
2014,LBR,lr,Liberia,Tertiary Education,Overall,Overall,0.108568377792835,Private
2014,LBR,lr,Liberia,Tertiary Education,industry,Education,0.231676027178764,Private
2014,LBR,lr,Liberia,Tertiary Education,industry,Health,0.155118554830551,Private
2014,LBR,lr,Liberia,Tertiary Education,occupation,Teachers,0.20844079554081,Private
2014,LBR,lr,Liberia,Tertiary Education,industry,Education,0.266120761632919,Public
2014,LBR,lr,Liberia,Tertiary Education,industry,Health,0.401249051094055,Public
2014,LBR,lr,Liberia,Tertiary Education,industry,Public Administration,0.380636513233185,Public
2014,LBR,lr,Liberia,Tertiary Education,occupation,Teachers,0.292454093694687,Public
2001,MDG,mg,Madagascar,No Education,Overall,Overall,0.13758197426796,Private
2005,MDG,mg,Madagascar,No Education,Overall,Overall,0.197964191436768,Private
2012,MDG,mg,Madagascar,No Education,Overall,Overall,0.103460542857647,Private
2001,MDG,mg,Madagascar,No Education,Overall,Overall,0.0384842716157436,Public
2005,MDG,mg,Madagascar,No Education,Overall,Overall,0.0621207132935524,Public
2012,MDG,mg,Madagascar,No Education,Overall,Overall,0.0535406991839409,Public
2001,MDG,mg,Madagascar,Primary Education,Overall,Overall,0.313215911388397,Private
2005,MDG,mg,Madagascar,Primary Education,Overall,Overall,0.332942336797714,Private
2012,MDG,mg,Madagascar,Primary Education,Overall,Overall,0.278066575527191,Private
2001,MDG,mg,Madagascar,Primary Education,Overall,Overall,0.0967369601130486,Public
2012,MDG,mg,Madagascar,Primary Education,Overall,Overall,0.0471190474927425,Public
2001,MDG,mg,Madagascar,Secondary Education,Overall,Overall,0.458932131528854,Private
2005,MDG,mg,Madagascar,Secondary Education,Overall,Overall,0.357848584651947,Private
2012,MDG,mg,Madagascar,Secondary Education,Overall,Overall,0.499374240636826,Private
2001,MDG,mg,Madagascar,Secondary Education,Overall,Overall,0.640097975730896,Public
2012,MDG,mg,Madagascar,Secondary Education,Overall,Overall,0.643816292285919,Public
2001,MDG,mg,Madagascar,Tertiary Education,Overall,Overall,0.0902699753642082,Private
2005,MDG,mg,Madagascar,Tertiary Education,Overall,Overall,0.111244879662991,Private
2012,MDG,mg,Madagascar,Tertiary Education,Overall,Overall,0.119098626077175,Private
2001,MDG,mg,Madagascar,Tertiary Education,occupation,Medical workers,0.41801980137825,Private
2005,MDG,mg,Madagascar,Tertiary Education,occupation,Medical workers,0.433481156826019,Private
2001,MDG,mg,Madagascar,Tertiary Education,occupation,Teachers,0.321198314428329,Private
2005,MDG,mg,Madagascar,Tertiary Education,occupation,Teachers,0.406191766262054,Private
2012,MDG,mg,Madagascar,Tertiary Education,occupation,Teachers,0.253704756498337,Private
2001,MDG,mg,Madagascar,Tertiary Education,Overall,Overall,0.22468076646328,Public
2005,MDG,mg,Madagascar,Tertiary Education,Overall,Overall,0.388009548187256,Public
2012,MDG,mg,Madagascar,Tertiary Education,Overall,Overall,0.255523979663849,Public
2001,MDG,mg,Madagascar,Tertiary Education,occupation,Medical workers,0.583592355251312,Public
2005,MDG,mg,Madagascar,Tertiary Education,occupation,Medical workers,0.517379343509674,Public
2001,MDG,mg,Madagascar,Tertiary Education,occupation,Teachers,0.244991287589073,Public
2005,MDG,mg,Madagascar,Tertiary Education,occupation,Teachers,0.419036149978638,Public
2012,MDG,mg,Madagascar,Tertiary Education,occupation,Teachers,0.208203792572021,Public
2004,MWI,mw,Malawi,No Education,Overall,Overall,0.149981796741486,Private
2013,MWI,mw,Malawi,No Education,Overall,Overall,0.0664012059569359,Private
2016,MWI,mw,Malawi,No Education,Overall,Overall,0.0591466315090656,Private
2004,MWI,mw,Malawi,No Education,Overall,Overall,0.088408850133419,Public
2013,MWI,mw,Malawi,No Education,Overall,Overall,0.0080901151522994,Public
2016,MWI,mw,Malawi,No Education,Overall,Overall,0.00762011995539069,Public
2004,MWI,mw,Malawi,Primary Education,Overall,Overall,0.48536691069603,Private
2013,MWI,mw,Malawi,Primary Education,Overall,Overall,0.473983228206635,Private
2016,MWI,mw,Malawi,Primary Education,Overall,Overall,0.396389454603195,Private
2004,MWI,mw,Malawi,Primary Education,Overall,Overall,0.260260313749313,Public
2013,MWI,mw,Malawi,Primary Education,Overall,Overall,0.153228223323822,Public
2016,MWI,mw,Malawi,Primary Education,Overall,Overall,0.116145119071007,Public
2004,MWI,mw,Malawi,Secondary Education,Overall,Overall,0.306464195251465,Private
2013,MWI,mw,Malawi,Secondary Education,Overall,Overall,0.166007921099663,Private
2016,MWI,mw,Malawi,Secondary Education,Overall,Overall,0.16578671336174,Private
2013,MWI,mw,Malawi,Secondary Education,Overall,Overall,0.081194780766964,Public
2016,MWI,mw,Malawi,Secondary Education,Overall,Overall,0.0950729250907898,Public
2013,MWI,mw,Malawi,Tertiary Education,Overall,Overall,0.293607622385025,Private
2016,MWI,mw,Malawi,Tertiary Education,Overall,Overall,0.378677219152451,Private
2003,MLI,ml,Mali,No Education,Overall,Overall,0.652048766613007,Private
2010,MLI,ml,Mali,No Education,Overall,Overall,0.66846120357513406,Private
2003,MLI,ml,Mali,No Education,Overall,Overall,0.101833708584309,Public
2010,MLI,ml,Mali,No Education,Overall,Overall,0.206792488694191,Public
2003,MLI,ml,Mali,Primary Education,Overall,Overall,0.154444068670273,Private
2010,MLI,ml,Mali,Primary Education,Overall,Overall,0.0442692376673222,Private
2003,MLI,ml,Mali,Primary Education,Overall,Overall,0.0816100165247917,Public
2010,MLI,ml,Mali,Primary Education,Overall,Overall,0.0264662839472294,Public
2003,MLI,ml,Mali,Secondary Education,Overall,Overall,0.177602484822273,Private
2010,MLI,ml,Mali,Secondary Education,Overall,Overall,0.226258292794228,Private
2003,MLI,ml,Mali,Secondary Education,Overall,Overall,0.627411365509033,Public
2010,MLI,ml,Mali,Secondary Education,Overall,Overall,0.312124878168106,Public
2003,MLI,ml,Mali,Tertiary Education,Overall,Overall,0.0159046482294798,Private
2010,MLI,ml,Mali,Tertiary Education,Overall,Overall,0.0610112771391869,Private
2003,MLI,ml,Mali,Tertiary Education,Overall,Overall,0.189144924283028,Public
2010,MLI,ml,Mali,Tertiary Education,Overall,Overall,0.454616367816925,Public
2000,MRT,mr,Mauritania,No Education,Overall,Overall,0.483248472213745,Private
2004,MRT,mr,Mauritania,No Education,Overall,Overall,0.562085568904877,Private
2008,MRT,mr,Mauritania,No Education,Overall,Overall,0.473987907171249,Private
2000,MRT,mr,Mauritania,No Education,Overall,Overall,0.204589411616325,Public
2004,MRT,mr,Mauritania,No Education,Overall,Overall,0.142502412199974,Public
2008,MRT,mr,Mauritania,No Education,Overall,Overall,0.0882530733942986,Public
2000,MRT,mr,Mauritania,Primary Education,Overall,Overall,0.245088458061218,Private
2004,MRT,mr,Mauritania,Primary Education,Overall,Overall,0.234797194600105,Private
2008,MRT,mr,Mauritania,Primary Education,Overall,Overall,0.262229591608047,Private
2000,MRT,mr,Mauritania,Primary Education,Overall,Overall,0.184285938739777,Public
2004,MRT,mr,Mauritania,Primary Education,Overall,Overall,0.167426764965057,Public
2008,MRT,mr,Mauritania,Primary Education,Overall,Overall,0.140034556388855,Public
2014,MRT,mr,Mauritania,Primary Education,Overall,Overall,0.273440361022949,Public
2000,MRT,mr,Mauritania,Secondary Education,Overall,Overall,0.210950374603271,Private
2004,MRT,mr,Mauritania,Secondary Education,Overall,Overall,0.165668532252312,Private
2008,MRT,mr,Mauritania,Secondary Education,Overall,Overall,0.202875450253487,Private
2014,MRT,mr,Mauritania,Secondary Education,Overall,Overall,0.201663643121719,Private
2000,MRT,mr,Mauritania,Secondary Education,Overall,Overall,0.470260769128799,Public
2004,MRT,mr,Mauritania,Secondary Education,Overall,Overall,0.495977401733398,Public
2008,MRT,mr,Mauritania,Secondary Education,Overall,Overall,0.495280385017395,Public
2014,MRT,mr,Mauritania,Secondary Education,Overall,Overall,0.392080426216125,Public
2000,MRT,mr,Mauritania,Tertiary Education,Overall,Overall,0.0607127025723457,Private
2004,MRT,mr,Mauritania,Tertiary Education,Overall,Overall,0.037448737770319,Private
2008,MRT,mr,Mauritania,Tertiary Education,Overall,Overall,0.0609070360660553,Private
2014,MRT,mr,Mauritania,Tertiary Education,Overall,Overall,0.0962774381041527,Private
2000,MRT,mr,Mauritania,Tertiary Education,Overall,Overall,0.140863865613937,Public
2004,MRT,mr,Mauritania,Tertiary Education,Overall,Overall,0.194093406200409,Public
2008,MRT,mr,Mauritania,Tertiary Education,Overall,Overall,0.276431977748871,Public
2014,MRT,mr,Mauritania,Tertiary Education,Overall,Overall,0.31743723154068,Public
2001,MUS,mu,Mauritius,No Education,Overall,Overall,0.0366051197052002,Private
2003,MUS,mu,Mauritius,No Education,Overall,Overall,0.0355105809867382,Private
2001,MUS,mu,Mauritius,No Education,Overall,Overall,0.0206794682890177,Public
2003,MUS,mu,Mauritius,No Education,Overall,Overall,0.0187546890228987,Public
2001,MUS,mu,Mauritius,Primary Education,Overall,Overall,0.427923560142517,Private
2003,MUS,mu,Mauritius,Primary Education,Overall,Overall,0.422447115182877,Private
2001,MUS,mu,Mauritius,Primary Education,Overall,Overall,0.237075328826904,Public
2003,MUS,mu,Mauritius,Primary Education,Overall,Overall,0.216054007411003,Public
